meta_review	first_author_meta	year_meta	Link_MA	amstar	amstar_rank	intervention_type	intervention_general	intervention_precise	intervention_comment	intervention_label	duration_month	dose	dose_unit	setting	sett_home	sett_clin	sett_class	intervention_imp	parent_imp	prof_imp	tech_imp	outcome_general	outcome_precise	outcome_type	outcome_measure	outcome_test	outcome_observation	outcome_report	link_cct	author	year	design	measure	n_cases	n_controls	multiple_es	reverse_es	value	se	ci_lo	ci_up	mean_cases	sd_cases	mean_controls	sd_controls	mean_change_cases	sd_change_cases	mean_change_controls	sd_change_controls	n_cases_exp	n_exp	n_cases_nexp	n_nexp	n_controls_exp	n_controls_nexp	rob	design_num	low_RoB_num	random_num	attrition_num	reporting_num	blinding_num	RoB_SeqGen	RoB_Conceal	RoB_BlindPers	RoB_BlindOut	RoB_Attrition	RoB_Reporting	type_comp	active_controls	perc_female	mean_age	mean_IQ	available_age	available_IQ	available_control	available_rob	country	continent	diagnostic_criteria	AMS_1_PICO	AMS_2_protocol	AMS_3_selection	AMS_4_search	AMS_5_screening_duplicate	AMS_6_extraction_duplicate	AMS_7_excluded	AMS_8_description	AMS_9_RoB	AMS_10_funding_primary	AMS_11_stat	AMS_12_MA_RoB	AMS_13_interpreting_RoB	AMS_14_heterogeneity	AMS_15_publication_bias	AMS_16_CoI	n_tot	id_row	paper	trial_id	Duration_cct	IQ_cct	Age_cct	min_age_meta	max_age_meta	min_IQ_meta	max_IQ_meta	n_cct_intervention	n_outcome_intervention	outcome_intervention	n_meta_intervention	meta_intervention	URL_meta	min_age_intervention	max_age_intervention	min_IQ_intervention	max_IQ_intervention
Cheng (2017)	Cheng	2017	https://doi.org/10.2147/NDT.S147305	3.5	Low	Complementary	PUFA	n-3	PUFAs / omega 3	PUFAs / omega 3	1.38089758	1.3	g/day	Home	100	0	0			100		Social-communication	inappropriate speech	Report	Aberrant Behavior Checklist	0	0	100		Bent	2014	RCT	G	29	28	outcomes	reverse	0.12		-0.393	0.633															low	100	100	100	100	100	100	low	low	low	low	low	low	placebo ()	0	12.3	7.2		1	0	1	1	USA	North America	Parent reported	1	0	1	0.5	1.0	1	1.0	0.5	1.0	0	1	1	1	1	1	1	57	766	Cheng (2017)	Bent_2014	< 2 months		6-12 yo	5.8	14.6	100	100	12	11	ADHD symptoms | Social-communication | Restricted/repetitive behaviors | Disruptive behaviors | Overall ASD symptoms | Acceptability | Tolerability | Mood related symptoms | Adaptive behaviors | Adverse events | Language (Overall skills)	10	Cheng (2017) | De Andrade (2021) | Horvath (2017) | James (2011) | Mazahery (2017) | De Crescenzo (2020) | Siafis (child) (2022) | Zhou (2021) | Fraguas (2019) | Salazar de Pablo (2023)	https://doi.org/10.2147/NDT.S147305 | https://doi.org/10.1080/1028415X.2021.1913950 | https://doi.org/10.3945/jn.116.242354. | https://doi.org/10.1002/14651858.CD007992.pub2. | https://doi.org/10.3390/nu9020155 | https://doi.org/10.1186/s12955-020-01284-5 | https://doi.org/10.1186/s13229-022-00488-4 | https://doi.org/10.1016/j.jaac.2020.03.007 | https://doi.org/10.1542/peds.2018-3218 | 10.1016/j.jaac.2022.03.033	3.447391	17	100	100
Cheng (2017)	Cheng	2017	https://doi.org/10.2147/NDT.S147305	3.5	Low	Complementary	PUFA	n-3	PUFAs / omega 3	PUFAs / omega 3	3.68239356	1.44	g/day	Home	100	0	0			100		Social-communication	inappropriate speech	Report	Aberrant Behavior Checklist	0	0	100	10.1097/JCP.0b013e3182485791	Yui	2012	RCT	G	7	6	outcomes	reverse	-1.025		-2.113	0.063															high	100	0	0	0	100	100	unclear	low	low	low	unclear	low	Placebo ()	0	7.7	14.6	100	1	1	1	1	Japan	Asia	DSM-IV	1	0	1	0.5	1.0	1	1.0	0.5	1.0	0	1	1	1	1	1	1	13	767	Cheng (2017)	Yui_2012	2-6 months	Average (80-119)	13-19 yo	5.8	14.6	100	100	12	11	ADHD symptoms | Social-communication | Restricted/repetitive behaviors | Disruptive behaviors | Overall ASD symptoms | Acceptability | Tolerability | Mood related symptoms | Adaptive behaviors | Adverse events | Language (Overall skills)	10	Cheng (2017) | De Andrade (2021) | Horvath (2017) | James (2011) | Mazahery (2017) | De Crescenzo (2020) | Siafis (child) (2022) | Zhou (2021) | Fraguas (2019) | Salazar de Pablo (2023)	https://doi.org/10.2147/NDT.S147305 | https://doi.org/10.1080/1028415X.2021.1913950 | https://doi.org/10.3945/jn.116.242354. | https://doi.org/10.1002/14651858.CD007992.pub2. | https://doi.org/10.3390/nu9020155 | https://doi.org/10.1186/s12955-020-01284-5 | https://doi.org/10.1186/s13229-022-00488-4 | https://doi.org/10.1016/j.jaac.2020.03.007 | https://doi.org/10.1542/peds.2018-3218 | 10.1016/j.jaac.2022.03.033	3.447391	17	100	100
Cheng (2017)	Cheng	2017	https://doi.org/10.2147/NDT.S147305	3.5	Low	Complementary	PUFA	n-3	Omega 3	Omega 3	1.38089758	1.5	g/day	Home	100	0	0			100		Disruptive behaviors	Irritability	Report	Aberrant Behavior Checklist	0	0	100		Amminger	2007	RCT	G	7	5		reverse	-0.017		-1.076	1.042															high	100	0	0	100	100	0	unclear	unclear	unclear	unclear	low	low	placebo ()	0	0	11.3		1	0	1	1	Austria	Europe	DSM-IV	1	0	1	0.5	1.0	1	1.0	0.5	1.0	0	1	1	1	1	1	1	12	768	Cheng (2017)	Amminger_2007	< 2 months		6-12 yo	5.8	14.6	100	100	12	11	ADHD symptoms | Social-communication | Restricted/repetitive behaviors | Disruptive behaviors | Overall ASD symptoms | Acceptability | Tolerability | Mood related symptoms | Adaptive behaviors | Adverse events | Language (Overall skills)	10	Cheng (2017) | De Andrade (2021) | Horvath (2017) | James (2011) | Mazahery (2017) | De Crescenzo (2020) | Siafis (child) (2022) | Zhou (2021) | Fraguas (2019) | Salazar de Pablo (2023)	https://doi.org/10.2147/NDT.S147305 | https://doi.org/10.1080/1028415X.2021.1913950 | https://doi.org/10.3945/jn.116.242354. | https://doi.org/10.1002/14651858.CD007992.pub2. | https://doi.org/10.3390/nu9020155 | https://doi.org/10.1186/s12955-020-01284-5 | https://doi.org/10.1186/s13229-022-00488-4 | https://doi.org/10.1016/j.jaac.2020.03.007 | https://doi.org/10.1542/peds.2018-3218 | 10.1016/j.jaac.2022.03.033	3.447391	17	100	100
Cheng (2017)	Cheng	2017	https://doi.org/10.2147/NDT.S147305	3.5	Low	Complementary	PUFA	n-3	PUFAs / omega 3	PUFAs / omega 3	2.76179517	1.3	g/day	Home	100	0	0			100		Disruptive behaviors	Irritability	Report	Aberrant Behavior Checklist	0	0	100	10.1007/s10803-010-1078-8	Bent	2011	RCT	G	14	12		reverse	0.059		-0.673	0.792															low	100	100	100	100	100	100	low	low	low	low	low	low	placebo ()	0	11.1	5.8		1	0	1	1	USA	North America	DSM-IV	1	0	1	0.5	1.0	1	1.0	0.5	1.0	0	1	1	1	1	1	1	26	769	Cheng (2017)	Bent_2011	2-6 months		< 6 yo	5.8	14.6	100	100	12	11	ADHD symptoms | Social-communication | Restricted/repetitive behaviors | Disruptive behaviors | Overall ASD symptoms | Acceptability | Tolerability | Mood related symptoms | Adaptive behaviors | Adverse events | Language (Overall skills)	10	Cheng (2017) | De Andrade (2021) | Horvath (2017) | James (2011) | Mazahery (2017) | De Crescenzo (2020) | Siafis (child) (2022) | Zhou (2021) | Fraguas (2019) | Salazar de Pablo (2023)	https://doi.org/10.2147/NDT.S147305 | https://doi.org/10.1080/1028415X.2021.1913950 | https://doi.org/10.3945/jn.116.242354. | https://doi.org/10.1002/14651858.CD007992.pub2. | https://doi.org/10.3390/nu9020155 | https://doi.org/10.1186/s12955-020-01284-5 | https://doi.org/10.1186/s13229-022-00488-4 | https://doi.org/10.1016/j.jaac.2020.03.007 | https://doi.org/10.1542/peds.2018-3218 | 10.1016/j.jaac.2022.03.033	3.447391	17	100	100
Cheng (2017)	Cheng	2017	https://doi.org/10.2147/NDT.S147305	3.5	Low	Complementary	PUFA	n-3	PUFAs / omega 3	PUFAs / omega 3	1.38089758	1.3	g/day	Home	100	0	0			100		Disruptive behaviors	Irritability	Report	Aberrant Behavior Checklist	0	0	100		Bent	2014	RCT	G	29	28		reverse	0.017		-0.495	0.529															low	100	100	100	100	100	100	low	low	low	low	low	low	placebo ()	0	12.3	7.2		1	0	1	1	USA	North America	Parent reported	1	0	1	0.5	1.0	1	1.0	0.5	1.0	0	1	1	1	1	1	1	57	770	Cheng (2017)	Bent_2014	< 2 months		6-12 yo	5.8	14.6	100	100	12	11	ADHD symptoms | Social-communication | Restricted/repetitive behaviors | Disruptive behaviors | Overall ASD symptoms | Acceptability | Tolerability | Mood related symptoms | Adaptive behaviors | Adverse events | Language (Overall skills)	10	Cheng (2017) | De Andrade (2021) | Horvath (2017) | James (2011) | Mazahery (2017) | De Crescenzo (2020) | Siafis (child) (2022) | Zhou (2021) | Fraguas (2019) | Salazar de Pablo (2023)	https://doi.org/10.2147/NDT.S147305 | https://doi.org/10.1080/1028415X.2021.1913950 | https://doi.org/10.3945/jn.116.242354. | https://doi.org/10.1002/14651858.CD007992.pub2. | https://doi.org/10.3390/nu9020155 | https://doi.org/10.1186/s12955-020-01284-5 | https://doi.org/10.1186/s13229-022-00488-4 | https://doi.org/10.1016/j.jaac.2020.03.007 | https://doi.org/10.1542/peds.2018-3218 | 10.1016/j.jaac.2022.03.033	3.447391	17	100	100
Cheng (2017)	Cheng	2017	https://doi.org/10.2147/NDT.S147305	3.5	Low	Complementary	PUFA	n-3	PUFAs / omega 3	PUFAs / omega 3	3.68239356	1.44	g/day	Home	100	0	0			100		Disruptive behaviors	Irritability	Report	Aberrant Behavior Checklist	0	0	100	10.1097/JCP.0b013e3182485791	Yui	2012	RCT	G	7	6		reverse	-0.04		-1.054	0.975															high	100	0	0	0	100	100	unclear	low	low	low	unclear	low	Placebo ()	0	7.7	14.6	100	1	1	1	1	Japan	Asia	DSM-IV	1	0	1	0.5	1.0	1	1.0	0.5	1.0	0	1	1	1	1	1	1	13	771	Cheng (2017)	Yui_2012	2-6 months	Average (80-119)	13-19 yo	5.8	14.6	100	100	12	11	ADHD symptoms | Social-communication | Restricted/repetitive behaviors | Disruptive behaviors | Overall ASD symptoms | Acceptability | Tolerability | Mood related symptoms | Adaptive behaviors | Adverse events | Language (Overall skills)	10	Cheng (2017) | De Andrade (2021) | Horvath (2017) | James (2011) | Mazahery (2017) | De Crescenzo (2020) | Siafis (child) (2022) | Zhou (2021) | Fraguas (2019) | Salazar de Pablo (2023)	https://doi.org/10.2147/NDT.S147305 | https://doi.org/10.1080/1028415X.2021.1913950 | https://doi.org/10.3945/jn.116.242354. | https://doi.org/10.1002/14651858.CD007992.pub2. | https://doi.org/10.3390/nu9020155 | https://doi.org/10.1186/s12955-020-01284-5 | https://doi.org/10.1186/s13229-022-00488-4 | https://doi.org/10.1016/j.jaac.2020.03.007 | https://doi.org/10.1542/peds.2018-3218 | 10.1016/j.jaac.2022.03.033	3.447391	17	100	100
Cheng (2017)	Cheng	2017	https://doi.org/10.2147/NDT.S147305	3.5	Low	Complementary	PUFA	n-3	PUFAs / omega 3	PUFAs / omega 3	2.76179517	1.3	g/day	Home	100	0	0			100		Overall ASD symptoms	changes of SRS total score	Report	Social Responsiveness Scale	0	0	100	10.1007/s10803-010-1078-8	Bent	2011	RCT	G	14	12	outcomes	reverse	0.368		-0.37	1.107															low	100	100	100	100	100	100	low	low	low	low	low	low	placebo ()	0	11.1	5.8		1	0	1	1	USA	North America	DSM-IV	1	0	1	0.5	1.0	1	1.0	0.5	1.0	0	1	1	1	1	1	1	26	772	Cheng (2017)	Bent_2011	2-6 months		< 6 yo	5.8	14.6	100	100	12	11	ADHD symptoms | Social-communication | Restricted/repetitive behaviors | Disruptive behaviors | Overall ASD symptoms | Acceptability | Tolerability | Mood related symptoms | Adaptive behaviors | Adverse events | Language (Overall skills)	10	Cheng (2017) | De Andrade (2021) | Horvath (2017) | James (2011) | Mazahery (2017) | De Crescenzo (2020) | Siafis (child) (2022) | Zhou (2021) | Fraguas (2019) | Salazar de Pablo (2023)	https://doi.org/10.2147/NDT.S147305 | https://doi.org/10.1080/1028415X.2021.1913950 | https://doi.org/10.3945/jn.116.242354. | https://doi.org/10.1002/14651858.CD007992.pub2. | https://doi.org/10.3390/nu9020155 | https://doi.org/10.1186/s12955-020-01284-5 | https://doi.org/10.1186/s13229-022-00488-4 | https://doi.org/10.1016/j.jaac.2020.03.007 | https://doi.org/10.1542/peds.2018-3218 | 10.1016/j.jaac.2022.03.033	3.447391	17	100	100
Cheng (2017)	Cheng	2017	https://doi.org/10.2147/NDT.S147305	3.5	Low	Complementary	PUFA	n-3	PUFAs / omega 3	PUFAs / omega 3	1.38089758	1.3	g/day	Home	100	0	0			100		Overall ASD symptoms	changes of SRS total score	Report	Social Responsiveness Scale	0	0	100		Bent	2014	RCT	G	29	28	outcomes	reverse	0.428		-0.09	0.947															low	100	100	100	100	100	100	low	low	low	low	low	low	placebo ()	0	12.3	7.2		1	0	1	1	USA	North America	Parent reported	1	0	1	0.5	1.0	1	1.0	0.5	1.0	0	1	1	1	1	1	1	57	773	Cheng (2017)	Bent_2014	< 2 months		6-12 yo	5.8	14.6	100	100	12	11	ADHD symptoms | Social-communication | Restricted/repetitive behaviors | Disruptive behaviors | Overall ASD symptoms | Acceptability | Tolerability | Mood related symptoms | Adaptive behaviors | Adverse events | Language (Overall skills)	10	Cheng (2017) | De Andrade (2021) | Horvath (2017) | James (2011) | Mazahery (2017) | De Crescenzo (2020) | Siafis (child) (2022) | Zhou (2021) | Fraguas (2019) | Salazar de Pablo (2023)	https://doi.org/10.2147/NDT.S147305 | https://doi.org/10.1080/1028415X.2021.1913950 | https://doi.org/10.3945/jn.116.242354. | https://doi.org/10.1002/14651858.CD007992.pub2. | https://doi.org/10.3390/nu9020155 | https://doi.org/10.1186/s12955-020-01284-5 | https://doi.org/10.1186/s13229-022-00488-4 | https://doi.org/10.1016/j.jaac.2020.03.007 | https://doi.org/10.1542/peds.2018-3218 | 10.1016/j.jaac.2022.03.033	3.447391	17	100	100
Cheng (2017)	Cheng	2017	https://doi.org/10.2147/NDT.S147305	3.5	Low	Complementary	PUFA	n-3	PUFAs / omega 3	PUFAs / omega 3	3.68239356	1.44	g/day	Home	100	0	0			100		Overall ASD symptoms	changes of SRS total score	Report	Social Responsiveness Scale	0	0	100	10.1097/JCP.0b013e3182485791	Yui	2012	RCT	G	7	6		reverse	0.127		-0.889	1.142															high	100	0	0	0	100	100	unclear	low	low	low	unclear	low	Placebo ()	0	7.7	14.6	100	1	1	1	1	Japan	Asia	DSM-IV	1	0	1	0.5	1.0	1	1.0	0.5	1.0	0	1	1	1	1	1	1	13	774	Cheng (2017)	Yui_2012	2-6 months	Average (80-119)	13-19 yo	5.8	14.6	100	100	12	11	ADHD symptoms | Social-communication | Restricted/repetitive behaviors | Disruptive behaviors | Overall ASD symptoms | Acceptability | Tolerability | Mood related symptoms | Adaptive behaviors | Adverse events | Language (Overall skills)	10	Cheng (2017) | De Andrade (2021) | Horvath (2017) | James (2011) | Mazahery (2017) | De Crescenzo (2020) | Siafis (child) (2022) | Zhou (2021) | Fraguas (2019) | Salazar de Pablo (2023)	https://doi.org/10.2147/NDT.S147305 | https://doi.org/10.1080/1028415X.2021.1913950 | https://doi.org/10.3945/jn.116.242354. | https://doi.org/10.1002/14651858.CD007992.pub2. | https://doi.org/10.3390/nu9020155 | https://doi.org/10.1186/s12955-020-01284-5 | https://doi.org/10.1186/s13229-022-00488-4 | https://doi.org/10.1016/j.jaac.2020.03.007 | https://doi.org/10.1542/peds.2018-3218 | 10.1016/j.jaac.2022.03.033	3.447391	17	100	100
Cheng (2017)	Cheng	2017	https://doi.org/10.2147/NDT.S147305	3.5	Low	Complementary	PUFA	n-3	PUFAs / omega 3	PUFAs / omega 3	1.38089758	1.3	g/day	Home	100	0	0			100		Acceptability	Drop out rate	Report		0	0	100		Bent	2014	RCT	RR	29	28		reverse	1.93103448275862	0.55208963	0.654410843698416	5.69809349815925															low	100	100	100	100	100	100	low	low	low	low	low	low	placebo ()	0	12.3	7.2		1	0	1	1	USA	North America	Parent reported	1	0	1	0.5	1.0	1	1.0	0.5	1.0	0	1	1	1	1	1	1	57	775	Cheng (2017)	Bent_2014	< 2 months		6-12 yo	3.694595	11.3	Inf	-Inf	12	11	ADHD symptoms | Social-communication | Restricted/repetitive behaviors | Disruptive behaviors | Overall ASD symptoms | Acceptability | Tolerability | Mood related symptoms | Adaptive behaviors | Adverse events | Language (Overall skills)	10	Cheng (2017) | De Andrade (2021) | Horvath (2017) | James (2011) | Mazahery (2017) | De Crescenzo (2020) | Siafis (child) (2022) | Zhou (2021) | Fraguas (2019) | Salazar de Pablo (2023)	https://doi.org/10.2147/NDT.S147305 | https://doi.org/10.1080/1028415X.2021.1913950 | https://doi.org/10.3945/jn.116.242354. | https://doi.org/10.1002/14651858.CD007992.pub2. | https://doi.org/10.3390/nu9020155 | https://doi.org/10.1186/s12955-020-01284-5 | https://doi.org/10.1186/s13229-022-00488-4 | https://doi.org/10.1016/j.jaac.2020.03.007 | https://doi.org/10.1542/peds.2018-3218 | 10.1016/j.jaac.2022.03.033	3.447391	17	100	100
Cheng (2017)	Cheng	2017	https://doi.org/10.2147/NDT.S147305	3.5	Low	Complementary	PUFA	n-3	Omega 3	Omega 3	1.38089758	1.5	g/day	Home	100	0	0			100		Acceptability	Drop out rate	Report		0	0	100		Amminger	2007	RCT	RR	7	5		reverse	0.357142857142857	1.07570575	0.0433710139645096	2.94092779367662															high	100	0	0	100	100	0	unclear	unclear	unclear	unclear	low	low	placebo ()	0	0	11.3		1	0	1	1	Austria	Europe	DSM-IV	1	0	1	0.5	1.0	1	1.0	0.5	1.0	0	1	1	1	1	1	1	12	776	Cheng (2017)	Amminger_2007	< 2 months		6-12 yo	3.694595	11.3	Inf	-Inf	12	11	ADHD symptoms | Social-communication | Restricted/repetitive behaviors | Disruptive behaviors | Overall ASD symptoms | Acceptability | Tolerability | Mood related symptoms | Adaptive behaviors | Adverse events | Language (Overall skills)	10	Cheng (2017) | De Andrade (2021) | Horvath (2017) | James (2011) | Mazahery (2017) | De Crescenzo (2020) | Siafis (child) (2022) | Zhou (2021) | Fraguas (2019) | Salazar de Pablo (2023)	https://doi.org/10.2147/NDT.S147305 | https://doi.org/10.1080/1028415X.2021.1913950 | https://doi.org/10.3945/jn.116.242354. | https://doi.org/10.1002/14651858.CD007992.pub2. | https://doi.org/10.3390/nu9020155 | https://doi.org/10.1186/s12955-020-01284-5 | https://doi.org/10.1186/s13229-022-00488-4 | https://doi.org/10.1016/j.jaac.2020.03.007 | https://doi.org/10.1542/peds.2018-3218 | 10.1016/j.jaac.2022.03.033	3.447391	17	100	100
Cheng (2017)	Cheng	2017	https://doi.org/10.2147/NDT.S147305	3.5	Low	Complementary	PUFA	n-3	PUFAs / omega 3	PUFAs / omega 3	2.76179517	1.3	g/day	Home	100	0	0			100		Acceptability	Drop out rate	Report		0	0	100	10.1007/s10803-010-1078-8	Bent	2011	RCT	RR	14	12		reverse	1.01298701298701	0.11432525	0.809636441189779	1.26741168785883															low	100	100	100	100	100	100	low	low	low	low	low	low	placebo ()	0	11.1	5.8		1	0	1	1	USA	North America	DSM-IV	1	0	1	0.5	1.0	1	1.0	0.5	1.0	0	1	1	1	1	1	1	26	777	Cheng (2017)	Bent_2011	2-6 months		< 6 yo	3.694595	11.3	Inf	-Inf	12	11	ADHD symptoms | Social-communication | Restricted/repetitive behaviors | Disruptive behaviors | Overall ASD symptoms | Acceptability | Tolerability | Mood related symptoms | Adaptive behaviors | Adverse events | Language (Overall skills)	10	Cheng (2017) | De Andrade (2021) | Horvath (2017) | James (2011) | Mazahery (2017) | De Crescenzo (2020) | Siafis (child) (2022) | Zhou (2021) | Fraguas (2019) | Salazar de Pablo (2023)	https://doi.org/10.2147/NDT.S147305 | https://doi.org/10.1080/1028415X.2021.1913950 | https://doi.org/10.3945/jn.116.242354. | https://doi.org/10.1002/14651858.CD007992.pub2. | https://doi.org/10.3390/nu9020155 | https://doi.org/10.1186/s12955-020-01284-5 | https://doi.org/10.1186/s13229-022-00488-4 | https://doi.org/10.1016/j.jaac.2020.03.007 | https://doi.org/10.1542/peds.2018-3218 | 10.1016/j.jaac.2022.03.033	3.447391	17	100	100
Cheng (2017)	Cheng	2017	https://doi.org/10.2147/NDT.S147305	3.5	Low	Complementary	PUFA	n-3	Omega 3	Omega 3	5.52359033	1.5	g/day	Home	100	0	0			100		Acceptability	Drop out rate	Report		0	0	100	10.1186/s13229-015-0010-7	Mankad	2015	RCT	RR	18	19		reverse	2.11111111111111	0.80113224	0.439122906936671	10.1493000093013															low	100	100	100	100	100	100	low	low	low	low	low	low	placebo ()	0	27	3.694595		1	0	1	1	Canada	North America	DSM-IV	1	0	1	0.5	1.0	1	1.0	0.5	1.0	0	1	1	1	1	1	1	37	778	Cheng (2017)	Mankad_2015	2-6 months		< 6 yo	3.694595	11.3	Inf	-Inf	12	11	ADHD symptoms | Social-communication | Restricted/repetitive behaviors | Disruptive behaviors | Overall ASD symptoms | Acceptability | Tolerability | Mood related symptoms | Adaptive behaviors | Adverse events | Language (Overall skills)	10	Cheng (2017) | De Andrade (2021) | Horvath (2017) | James (2011) | Mazahery (2017) | De Crescenzo (2020) | Siafis (child) (2022) | Zhou (2021) | Fraguas (2019) | Salazar de Pablo (2023)	https://doi.org/10.2147/NDT.S147305 | https://doi.org/10.1080/1028415X.2021.1913950 | https://doi.org/10.3945/jn.116.242354. | https://doi.org/10.1002/14651858.CD007992.pub2. | https://doi.org/10.3390/nu9020155 | https://doi.org/10.1186/s12955-020-01284-5 | https://doi.org/10.1186/s13229-022-00488-4 | https://doi.org/10.1016/j.jaac.2020.03.007 | https://doi.org/10.1542/peds.2018-3218 | 10.1016/j.jaac.2022.03.033	3.447391	17	100	100
Cheng (2017)	Cheng	2017	https://doi.org/10.2147/NDT.S147305	3.5	Low	Complementary	PUFA	n-3	Omega 3	Omega 3	5.52359033	0.2	g/day	Home	100	0	0			100		Acceptability	Drop out rate	Report		0	0	100	10.1097/MPG.0000000000000260	Voigt	2014	RCT	RR	24	24		reverse	0.727272727272727	0.15691148	0.534729333945154	0.989146445234968															high	100	0	100	0	0	100	low	low	low	low	high	high	placebo ()	0	17	6.15		1	0	1	1	USA	North America	DSM-IV	1	0	1	0.5	1.0	1	1.0	0.5	1.0	0	1	1	1	1	1	1	48	779	Cheng (2017)	Voigt_2014	2-6 months		6-12 yo	3.694595	11.3	Inf	-Inf	12	11	ADHD symptoms | Social-communication | Restricted/repetitive behaviors | Disruptive behaviors | Overall ASD symptoms | Acceptability | Tolerability | Mood related symptoms | Adaptive behaviors | Adverse events | Language (Overall skills)	10	Cheng (2017) | De Andrade (2021) | Horvath (2017) | James (2011) | Mazahery (2017) | De Crescenzo (2020) | Siafis (child) (2022) | Zhou (2021) | Fraguas (2019) | Salazar de Pablo (2023)	https://doi.org/10.2147/NDT.S147305 | https://doi.org/10.1080/1028415X.2021.1913950 | https://doi.org/10.3945/jn.116.242354. | https://doi.org/10.1002/14651858.CD007992.pub2. | https://doi.org/10.3390/nu9020155 | https://doi.org/10.1186/s12955-020-01284-5 | https://doi.org/10.1186/s13229-022-00488-4 | https://doi.org/10.1016/j.jaac.2020.03.007 | https://doi.org/10.1542/peds.2018-3218 | 10.1016/j.jaac.2022.03.033	3.447391	17	100	100
Cheng (2017)	Cheng	2017	https://doi.org/10.2147/NDT.S147305	3.5	Low	Complementary	PUFA	n-3	PUFAs / omega 3	PUFAs / omega 3	2.76179517	1.3	g/day	Home	100	0	0			100		Tolerability	Discontinue due to side effect	Report		0	0	100	10.1007/s10803-010-1078-8	Bent	2011	RCT	RR	29	28		reverse	1.03978779840849	0.06307757	0.918867713478661	1.17662058407309															low	100	100	100	100	100	100	low	low	low	low	low	low	placebo ()	0	11.1	5.8		1	0	1	1	USA	North America	DSM-IV	1	0	1	0.5	1.0	1	1.0	0.5	1.0	0	1	1	1	1	1	1	57	780	Cheng (2017)	Bent_2011	2-6 months		< 6 yo	3.694595	6.15	Inf	-Inf	12	11	ADHD symptoms | Social-communication | Restricted/repetitive behaviors | Disruptive behaviors | Overall ASD symptoms | Acceptability | Tolerability | Mood related symptoms | Adaptive behaviors | Adverse events | Language (Overall skills)	10	Cheng (2017) | De Andrade (2021) | Horvath (2017) | James (2011) | Mazahery (2017) | De Crescenzo (2020) | Siafis (child) (2022) | Zhou (2021) | Fraguas (2019) | Salazar de Pablo (2023)	https://doi.org/10.2147/NDT.S147305 | https://doi.org/10.1080/1028415X.2021.1913950 | https://doi.org/10.3945/jn.116.242354. | https://doi.org/10.1002/14651858.CD007992.pub2. | https://doi.org/10.3390/nu9020155 | https://doi.org/10.1186/s12955-020-01284-5 | https://doi.org/10.1186/s13229-022-00488-4 | https://doi.org/10.1016/j.jaac.2020.03.007 | https://doi.org/10.1542/peds.2018-3218 | 10.1016/j.jaac.2022.03.033	3.447391	17	100	100
Cheng (2017)	Cheng	2017	https://doi.org/10.2147/NDT.S147305	3.5	Low	Complementary	PUFA	n-3	Omega 3	Omega 3	5.52359033	1.5	g/day	Home	100	0	0			100		Tolerability	Discontinue due to side effect	Report		0	0	100	10.1186/s13229-015-0010-7	Mankad	2015	RCT	RR	18	19		reverse	0.996913580246914	0.07868895	0.854431711690371	1.16315519763956															low	100	100	100	100	100	100	low	low	low	low	low	low	placebo ()	0	27	3.694595		1	0	1	1	Canada	North America	DSM-IV	1	0	1	0.5	1.0	1	1.0	0.5	1.0	0	1	1	1	1	1	1	37	781	Cheng (2017)	Mankad_2015	2-6 months		< 6 yo	3.694595	6.15	Inf	-Inf	12	11	ADHD symptoms | Social-communication | Restricted/repetitive behaviors | Disruptive behaviors | Overall ASD symptoms | Acceptability | Tolerability | Mood related symptoms | Adaptive behaviors | Adverse events | Language (Overall skills)	10	Cheng (2017) | De Andrade (2021) | Horvath (2017) | James (2011) | Mazahery (2017) | De Crescenzo (2020) | Siafis (child) (2022) | Zhou (2021) | Fraguas (2019) | Salazar de Pablo (2023)	https://doi.org/10.2147/NDT.S147305 | https://doi.org/10.1080/1028415X.2021.1913950 | https://doi.org/10.3945/jn.116.242354. | https://doi.org/10.1002/14651858.CD007992.pub2. | https://doi.org/10.3390/nu9020155 | https://doi.org/10.1186/s12955-020-01284-5 | https://doi.org/10.1186/s13229-022-00488-4 | https://doi.org/10.1016/j.jaac.2020.03.007 | https://doi.org/10.1542/peds.2018-3218 | 10.1016/j.jaac.2022.03.033	3.447391	17	100	100
